"step","occupied_patches","occupancy_fraction","varied_parameter","parameter_value","parameter_label"
51.8,200,1,"R0",1.5,"R0 = 1.5"
51.9,200,1,"R0",1.5,"R0 = 1.5"
52,200,1,"R0",1.5,"R0 = 1.5"
52.1,200,1,"R0",1.5,"R0 = 1.5"
52.2,200,1,"R0",1.5,"R0 = 1.5"
52.3,200,1,"R0",1.5,"R0 = 1.5"
52.4,200,1,"R0",1.5,"R0 = 1.5"
52.5,200,1,"R0",1.5,"R0 = 1.5"
52.6,200,1,"R0",1.5,"R0 = 1.5"
52.7,200,1,"R0",1.5,"R0 = 1.5"
52.8,200,1,"R0",1.5,"R0 = 1.5"
52.9,200,1,"R0",1.5,"R0 = 1.5"
53,200,1,"R0",1.5,"R0 = 1.5"
53.1,200,1,"R0",1.5,"R0 = 1.5"
53.2,200,1,"R0",1.5,"R0 = 1.5"
53.3,200,1,"R0",1.5,"R0 = 1.5"
53.4,200,1,"R0",1.5,"R0 = 1.5"
53.5,200,1,"R0",1.5,"R0 = 1.5"
53.6,200,1,"R0",1.5,"R0 = 1.5"
53.7,200,1,"R0",1.5,"R0 = 1.5"
53.8,200,1,"R0",1.5,"R0 = 1.5"
53.9,200,1,"R0",1.5,"R0 = 1.5"
54,200,1,"R0",1.5,"R0 = 1.5"
54.1,200,1,"R0",1.5,"R0 = 1.5"
54.2,200,1,"R0",1.5,"R0 = 1.5"
54.3,200,1,"R0",1.5,"R0 = 1.5"
54.4,200,1,"R0",1.5,"R0 = 1.5"
54.5,200,1,"R0",1.5,"R0 = 1.5"
54.6,200,1,"R0",1.5,"R0 = 1.5"
54.7,200,1,"R0",1.5,"R0 = 1.5"
54.8,200,1,"R0",1.5,"R0 = 1.5"
54.9,200,1,"R0",1.5,"R0 = 1.5"
55,200,1,"R0",1.5,"R0 = 1.5"
55.1,200,1,"R0",1.5,"R0 = 1.5"
55.2,200,1,"R0",1.5,"R0 = 1.5"
55.3,200,1,"R0",1.5,"R0 = 1.5"
55.4,200,1,"R0",1.5,"R0 = 1.5"
55.5,200,1,"R0",1.5,"R0 = 1.5"
55.6,200,1,"R0",1.5,"R0 = 1.5"
55.7,200,1,"R0",1.5,"R0 = 1.5"
55.8,200,1,"R0",1.5,"R0 = 1.5"
55.9,200,1,"R0",1.5,"R0 = 1.5"
56,200,1,"R0",1.5,"R0 = 1.5"
56.1,200,1,"R0",1.5,"R0 = 1.5"
56.2,200,1,"R0",1.5,"R0 = 1.5"
56.3,200,1,"R0",1.5,"R0 = 1.5"
56.4,200,1,"R0",1.5,"R0 = 1.5"
56.5,200,1,"R0",1.5,"R0 = 1.5"
56.6,200,1,"R0",1.5,"R0 = 1.5"
56.7,200,1,"R0",1.5,"R0 = 1.5"
56.8,200,1,"R0",1.5,"R0 = 1.5"
56.9,200,1,"R0",1.5,"R0 = 1.5"
57,200,1,"R0",1.5,"R0 = 1.5"
57.1,200,1,"R0",1.5,"R0 = 1.5"
57.2,200,1,"R0",1.5,"R0 = 1.5"
57.3,200,1,"R0",1.5,"R0 = 1.5"
57.4,200,1,"R0",1.5,"R0 = 1.5"
57.5,200,1,"R0",1.5,"R0 = 1.5"
57.6,200,1,"R0",1.5,"R0 = 1.5"
57.7,200,1,"R0",1.5,"R0 = 1.5"
57.8,200,1,"R0",1.5,"R0 = 1.5"
57.9,200,1,"R0",1.5,"R0 = 1.5"
58,200,1,"R0",1.5,"R0 = 1.5"
58.1,200,1,"R0",1.5,"R0 = 1.5"
58.2,200,1,"R0",1.5,"R0 = 1.5"
58.3,200,1,"R0",1.5,"R0 = 1.5"
58.4,200,1,"R0",1.5,"R0 = 1.5"
58.5,200,1,"R0",1.5,"R0 = 1.5"
58.6,200,1,"R0",1.5,"R0 = 1.5"
58.7,200,1,"R0",1.5,"R0 = 1.5"
58.8,200,1,"R0",1.5,"R0 = 1.5"
58.9,200,1,"R0",1.5,"R0 = 1.5"
59,200,1,"R0",1.5,"R0 = 1.5"
59.1,200,1,"R0",1.5,"R0 = 1.5"
59.2,200,1,"R0",1.5,"R0 = 1.5"
59.3,200,1,"R0",1.5,"R0 = 1.5"
59.4,200,1,"R0",1.5,"R0 = 1.5"
59.5,200,1,"R0",1.5,"R0 = 1.5"
59.6,200,1,"R0",1.5,"R0 = 1.5"
59.7,200,1,"R0",1.5,"R0 = 1.5"
59.8,200,1,"R0",1.5,"R0 = 1.5"
59.9,200,1,"R0",1.5,"R0 = 1.5"
60,200,1,"R0",1.5,"R0 = 1.5"
60.1,200,1,"R0",1.5,"R0 = 1.5"
60.2,200,1,"R0",1.5,"R0 = 1.5"
60.3,200,1,"R0",1.5,"R0 = 1.5"
60.4,200,1,"R0",1.5,"R0 = 1.5"
60.5,200,1,"R0",1.5,"R0 = 1.5"
60.6,200,1,"R0",1.5,"R0 = 1.5"
60.7,200,1,"R0",1.5,"R0 = 1.5"
60.8,200,1,"R0",1.5,"R0 = 1.5"
60.9,200,1,"R0",1.5,"R0 = 1.5"
61,200,1,"R0",1.5,"R0 = 1.5"
61.1,200,1,"R0",1.5,"R0 = 1.5"
61.2,200,1,"R0",1.5,"R0 = 1.5"
61.3,200,1,"R0",1.5,"R0 = 1.5"
61.4,200,1,"R0",1.5,"R0 = 1.5"
61.5,200,1,"R0",1.5,"R0 = 1.5"
61.6,200,1,"R0",1.5,"R0 = 1.5"
61.7,200,1,"R0",1.5,"R0 = 1.5"
61.8,200,1,"R0",1.5,"R0 = 1.5"
61.9,200,1,"R0",1.5,"R0 = 1.5"
62,200,1,"R0",1.5,"R0 = 1.5"
62.1,200,1,"R0",1.5,"R0 = 1.5"
62.2,200,1,"R0",1.5,"R0 = 1.5"
62.3,200,1,"R0",1.5,"R0 = 1.5"
62.4,200,1,"R0",1.5,"R0 = 1.5"
62.5,200,1,"R0",1.5,"R0 = 1.5"
62.6,200,1,"R0",1.5,"R0 = 1.5"
62.7,200,1,"R0",1.5,"R0 = 1.5"
62.8,200,1,"R0",1.5,"R0 = 1.5"
62.9,200,1,"R0",1.5,"R0 = 1.5"
63,200,1,"R0",1.5,"R0 = 1.5"
63.1,200,1,"R0",1.5,"R0 = 1.5"
63.2,200,1,"R0",1.5,"R0 = 1.5"
63.3,200,1,"R0",1.5,"R0 = 1.5"
63.4,200,1,"R0",1.5,"R0 = 1.5"
63.5,200,1,"R0",1.5,"R0 = 1.5"
63.6,200,1,"R0",1.5,"R0 = 1.5"
63.7,200,1,"R0",1.5,"R0 = 1.5"
63.8,200,1,"R0",1.5,"R0 = 1.5"
63.9,200,1,"R0",1.5,"R0 = 1.5"
64,200,1,"R0",1.5,"R0 = 1.5"
64.1,200,1,"R0",1.5,"R0 = 1.5"
64.2,200,1,"R0",1.5,"R0 = 1.5"
64.3,200,1,"R0",1.5,"R0 = 1.5"
64.4,200,1,"R0",1.5,"R0 = 1.5"
64.5,200,1,"R0",1.5,"R0 = 1.5"
64.6,200,1,"R0",1.5,"R0 = 1.5"
64.7,200,1,"R0",1.5,"R0 = 1.5"
64.8,200,1,"R0",1.5,"R0 = 1.5"
64.9,200,1,"R0",1.5,"R0 = 1.5"
65,200,1,"R0",1.5,"R0 = 1.5"
65.1,200,1,"R0",1.5,"R0 = 1.5"
65.2,200,1,"R0",1.5,"R0 = 1.5"
65.3,200,1,"R0",1.5,"R0 = 1.5"
65.4,200,1,"R0",1.5,"R0 = 1.5"
65.5,200,1,"R0",1.5,"R0 = 1.5"
65.6,200,1,"R0",1.5,"R0 = 1.5"
65.7,200,1,"R0",1.5,"R0 = 1.5"
65.8,200,1,"R0",1.5,"R0 = 1.5"
65.9,200,1,"R0",1.5,"R0 = 1.5"
66,200,1,"R0",1.5,"R0 = 1.5"
66.1,200,1,"R0",1.5,"R0 = 1.5"
66.2,200,1,"R0",1.5,"R0 = 1.5"
66.3,200,1,"R0",1.5,"R0 = 1.5"
66.4,200,1,"R0",1.5,"R0 = 1.5"
66.5,200,1,"R0",1.5,"R0 = 1.5"
66.6,200,1,"R0",1.5,"R0 = 1.5"
66.7,200,1,"R0",1.5,"R0 = 1.5"
66.8,200,1,"R0",1.5,"R0 = 1.5"
66.9,200,1,"R0",1.5,"R0 = 1.5"
67,200,1,"R0",1.5,"R0 = 1.5"
67.1,200,1,"R0",1.5,"R0 = 1.5"
67.2,200,1,"R0",1.5,"R0 = 1.5"
67.3,200,1,"R0",1.5,"R0 = 1.5"
67.4,200,1,"R0",1.5,"R0 = 1.5"
67.5,200,1,"R0",1.5,"R0 = 1.5"
67.6,200,1,"R0",1.5,"R0 = 1.5"
67.7,200,1,"R0",1.5,"R0 = 1.5"
67.8,200,1,"R0",1.5,"R0 = 1.5"
67.9,200,1,"R0",1.5,"R0 = 1.5"
68,200,1,"R0",1.5,"R0 = 1.5"
68.1,200,1,"R0",1.5,"R0 = 1.5"
68.2,200,1,"R0",1.5,"R0 = 1.5"
68.3,200,1,"R0",1.5,"R0 = 1.5"
68.4,200,1,"R0",1.5,"R0 = 1.5"
68.5,200,1,"R0",1.5,"R0 = 1.5"
68.6,200,1,"R0",1.5,"R0 = 1.5"
68.7,200,1,"R0",1.5,"R0 = 1.5"
68.8,200,1,"R0",1.5,"R0 = 1.5"
68.9,200,1,"R0",1.5,"R0 = 1.5"
69,200,1,"R0",1.5,"R0 = 1.5"
69.1,200,1,"R0",1.5,"R0 = 1.5"
69.2,200,1,"R0",1.5,"R0 = 1.5"
69.3,200,1,"R0",1.5,"R0 = 1.5"
69.4,200,1,"R0",1.5,"R0 = 1.5"
69.5,200,1,"R0",1.5,"R0 = 1.5"
69.6,200,1,"R0",1.5,"R0 = 1.5"
69.7,200,1,"R0",1.5,"R0 = 1.5"
69.8,200,1,"R0",1.5,"R0 = 1.5"
69.9,200,1,"R0",1.5,"R0 = 1.5"
70,200,1,"R0",1.5,"R0 = 1.5"
70.1,200,1,"R0",1.5,"R0 = 1.5"
70.2,200,1,"R0",1.5,"R0 = 1.5"
70.3,200,1,"R0",1.5,"R0 = 1.5"
70.4,200,1,"R0",1.5,"R0 = 1.5"
70.5,200,1,"R0",1.5,"R0 = 1.5"
70.6,200,1,"R0",1.5,"R0 = 1.5"
70.7,200,1,"R0",1.5,"R0 = 1.5"
70.8,200,1,"R0",1.5,"R0 = 1.5"
70.9,200,1,"R0",1.5,"R0 = 1.5"
71,200,1,"R0",1.5,"R0 = 1.5"
71.1,200,1,"R0",1.5,"R0 = 1.5"
71.2,200,1,"R0",1.5,"R0 = 1.5"
71.3,200,1,"R0",1.5,"R0 = 1.5"
71.4,200,1,"R0",1.5,"R0 = 1.5"
71.5,200,1,"R0",1.5,"R0 = 1.5"
71.6,200,1,"R0",1.5,"R0 = 1.5"
71.7,200,1,"R0",1.5,"R0 = 1.5"
71.8,200,1,"R0",1.5,"R0 = 1.5"
71.9,200,1,"R0",1.5,"R0 = 1.5"
72,200,1,"R0",1.5,"R0 = 1.5"
72.1,200,1,"R0",1.5,"R0 = 1.5"
72.2,200,1,"R0",1.5,"R0 = 1.5"
72.3,200,1,"R0",1.5,"R0 = 1.5"
72.4,200,1,"R0",1.5,"R0 = 1.5"
72.5,200,1,"R0",1.5,"R0 = 1.5"
72.6,200,1,"R0",1.5,"R0 = 1.5"
72.7,200,1,"R0",1.5,"R0 = 1.5"
72.8,200,1,"R0",1.5,"R0 = 1.5"
72.9,200,1,"R0",1.5,"R0 = 1.5"
73,200,1,"R0",1.5,"R0 = 1.5"
73.1,200,1,"R0",1.5,"R0 = 1.5"
73.2,200,1,"R0",1.5,"R0 = 1.5"
73.3,200,1,"R0",1.5,"R0 = 1.5"
73.4,200,1,"R0",1.5,"R0 = 1.5"
73.5,200,1,"R0",1.5,"R0 = 1.5"
73.6,200,1,"R0",1.5,"R0 = 1.5"
73.7,200,1,"R0",1.5,"R0 = 1.5"
73.8,200,1,"R0",1.5,"R0 = 1.5"
73.9,200,1,"R0",1.5,"R0 = 1.5"
74,200,1,"R0",1.5,"R0 = 1.5"
74.1,200,1,"R0",1.5,"R0 = 1.5"
74.2,200,1,"R0",1.5,"R0 = 1.5"
74.3,200,1,"R0",1.5,"R0 = 1.5"
74.4,200,1,"R0",1.5,"R0 = 1.5"
74.5,200,1,"R0",1.5,"R0 = 1.5"
74.6,200,1,"R0",1.5,"R0 = 1.5"
74.7,200,1,"R0",1.5,"R0 = 1.5"
74.8,200,1,"R0",1.5,"R0 = 1.5"
74.9,200,1,"R0",1.5,"R0 = 1.5"
75,200,1,"R0",1.5,"R0 = 1.5"
75.1,200,1,"R0",1.5,"R0 = 1.5"
75.2,200,1,"R0",1.5,"R0 = 1.5"
75.3,200,1,"R0",1.5,"R0 = 1.5"
75.4,200,1,"R0",1.5,"R0 = 1.5"
75.5,200,1,"R0",1.5,"R0 = 1.5"
75.6,200,1,"R0",1.5,"R0 = 1.5"
75.7,200,1,"R0",1.5,"R0 = 1.5"
75.8,200,1,"R0",1.5,"R0 = 1.5"
75.9,200,1,"R0",1.5,"R0 = 1.5"
76,200,1,"R0",1.5,"R0 = 1.5"
76.1,200,1,"R0",1.5,"R0 = 1.5"
76.2,200,1,"R0",1.5,"R0 = 1.5"
76.3,200,1,"R0",1.5,"R0 = 1.5"
76.4,200,1,"R0",1.5,"R0 = 1.5"
76.5,200,1,"R0",1.5,"R0 = 1.5"
76.6,200,1,"R0",1.5,"R0 = 1.5"
76.7,200,1,"R0",1.5,"R0 = 1.5"
76.8,200,1,"R0",1.5,"R0 = 1.5"
76.9,200,1,"R0",1.5,"R0 = 1.5"
77,200,1,"R0",1.5,"R0 = 1.5"
77.1,200,1,"R0",1.5,"R0 = 1.5"
77.2,200,1,"R0",1.5,"R0 = 1.5"
77.3,200,1,"R0",1.5,"R0 = 1.5"
77.4,200,1,"R0",1.5,"R0 = 1.5"
77.5,200,1,"R0",1.5,"R0 = 1.5"
77.6,200,1,"R0",1.5,"R0 = 1.5"
77.7,200,1,"R0",1.5,"R0 = 1.5"
77.8,200,1,"R0",1.5,"R0 = 1.5"
77.9,200,1,"R0",1.5,"R0 = 1.5"
78,200,1,"R0",1.5,"R0 = 1.5"
78.1,200,1,"R0",1.5,"R0 = 1.5"
78.2,200,1,"R0",1.5,"R0 = 1.5"
78.3,200,1,"R0",1.5,"R0 = 1.5"
78.4,200,1,"R0",1.5,"R0 = 1.5"
78.5,200,1,"R0",1.5,"R0 = 1.5"
78.6,200,1,"R0",1.5,"R0 = 1.5"
78.7,200,1,"R0",1.5,"R0 = 1.5"
78.8,200,1,"R0",1.5,"R0 = 1.5"
78.9,200,1,"R0",1.5,"R0 = 1.5"
79,200,1,"R0",1.5,"R0 = 1.5"
79.1,200,1,"R0",1.5,"R0 = 1.5"
79.2,200,1,"R0",1.5,"R0 = 1.5"
79.3,200,1,"R0",1.5,"R0 = 1.5"
79.4,200,1,"R0",1.5,"R0 = 1.5"
79.5,200,1,"R0",1.5,"R0 = 1.5"
79.6,200,1,"R0",1.5,"R0 = 1.5"
79.7,200,1,"R0",1.5,"R0 = 1.5"
79.8,200,1,"R0",1.5,"R0 = 1.5"
79.9,200,1,"R0",1.5,"R0 = 1.5"
80,200,1,"R0",1.5,"R0 = 1.5"
80.1,200,1,"R0",1.5,"R0 = 1.5"
80.2,200,1,"R0",1.5,"R0 = 1.5"
80.3,200,1,"R0",1.5,"R0 = 1.5"
80.4,200,1,"R0",1.5,"R0 = 1.5"
80.5,200,1,"R0",1.5,"R0 = 1.5"
80.6,200,1,"R0",1.5,"R0 = 1.5"
80.7,200,1,"R0",1.5,"R0 = 1.5"
80.8,200,1,"R0",1.5,"R0 = 1.5"
80.9,200,1,"R0",1.5,"R0 = 1.5"
81,200,1,"R0",1.5,"R0 = 1.5"
81.1,200,1,"R0",1.5,"R0 = 1.5"
81.2,200,1,"R0",1.5,"R0 = 1.5"
81.3,200,1,"R0",1.5,"R0 = 1.5"
81.4,200,1,"R0",1.5,"R0 = 1.5"
81.5,200,1,"R0",1.5,"R0 = 1.5"
81.6,200,1,"R0",1.5,"R0 = 1.5"
81.7,200,1,"R0",1.5,"R0 = 1.5"
81.8,200,1,"R0",1.5,"R0 = 1.5"
81.9,200,1,"R0",1.5,"R0 = 1.5"
82,200,1,"R0",1.5,"R0 = 1.5"
82.1,200,1,"R0",1.5,"R0 = 1.5"
82.2,200,1,"R0",1.5,"R0 = 1.5"
82.3,200,1,"R0",1.5,"R0 = 1.5"
82.4,200,1,"R0",1.5,"R0 = 1.5"
82.5,200,1,"R0",1.5,"R0 = 1.5"
82.6,200,1,"R0",1.5,"R0 = 1.5"
82.7,200,1,"R0",1.5,"R0 = 1.5"
82.8,200,1,"R0",1.5,"R0 = 1.5"
82.9,200,1,"R0",1.5,"R0 = 1.5"
83,200,1,"R0",1.5,"R0 = 1.5"
83.1,200,1,"R0",1.5,"R0 = 1.5"
83.2,200,1,"R0",1.5,"R0 = 1.5"
83.3,200,1,"R0",1.5,"R0 = 1.5"
83.4,200,1,"R0",1.5,"R0 = 1.5"
83.5,200,1,"R0",1.5,"R0 = 1.5"
83.6,200,1,"R0",1.5,"R0 = 1.5"
83.7,200,1,"R0",1.5,"R0 = 1.5"
83.8,200,1,"R0",1.5,"R0 = 1.5"
83.9,200,1,"R0",1.5,"R0 = 1.5"
84,200,1,"R0",1.5,"R0 = 1.5"
84.1,200,1,"R0",1.5,"R0 = 1.5"
84.2,200,1,"R0",1.5,"R0 = 1.5"
84.3,200,1,"R0",1.5,"R0 = 1.5"
84.4,200,1,"R0",1.5,"R0 = 1.5"
84.5,200,1,"R0",1.5,"R0 = 1.5"
84.6,200,1,"R0",1.5,"R0 = 1.5"
84.7,200,1,"R0",1.5,"R0 = 1.5"
84.8,200,1,"R0",1.5,"R0 = 1.5"
84.9,200,1,"R0",1.5,"R0 = 1.5"
85,200,1,"R0",1.5,"R0 = 1.5"
85.1,200,1,"R0",1.5,"R0 = 1.5"
85.2,200,1,"R0",1.5,"R0 = 1.5"
85.3,200,1,"R0",1.5,"R0 = 1.5"
85.4,200,1,"R0",1.5,"R0 = 1.5"
85.5,200,1,"R0",1.5,"R0 = 1.5"
85.6,200,1,"R0",1.5,"R0 = 1.5"
85.7,200,1,"R0",1.5,"R0 = 1.5"
85.8,200,1,"R0",1.5,"R0 = 1.5"
85.9,200,1,"R0",1.5,"R0 = 1.5"
86,200,1,"R0",1.5,"R0 = 1.5"
86.1,200,1,"R0",1.5,"R0 = 1.5"
86.2,200,1,"R0",1.5,"R0 = 1.5"
86.3,200,1,"R0",1.5,"R0 = 1.5"
86.4,200,1,"R0",1.5,"R0 = 1.5"
86.5,200,1,"R0",1.5,"R0 = 1.5"
86.6,200,1,"R0",1.5,"R0 = 1.5"
86.7,200,1,"R0",1.5,"R0 = 1.5"
86.8,200,1,"R0",1.5,"R0 = 1.5"
86.9,200,1,"R0",1.5,"R0 = 1.5"
87,200,1,"R0",1.5,"R0 = 1.5"
87.1,200,1,"R0",1.5,"R0 = 1.5"
87.2,200,1,"R0",1.5,"R0 = 1.5"
87.3,200,1,"R0",1.5,"R0 = 1.5"
87.4,200,1,"R0",1.5,"R0 = 1.5"
87.5,200,1,"R0",1.5,"R0 = 1.5"
87.6,200,1,"R0",1.5,"R0 = 1.5"
87.7,200,1,"R0",1.5,"R0 = 1.5"
87.8,200,1,"R0",1.5,"R0 = 1.5"
87.9,200,1,"R0",1.5,"R0 = 1.5"
88,200,1,"R0",1.5,"R0 = 1.5"
88.1,200,1,"R0",1.5,"R0 = 1.5"
88.2,200,1,"R0",1.5,"R0 = 1.5"
88.3,200,1,"R0",1.5,"R0 = 1.5"
88.4,200,1,"R0",1.5,"R0 = 1.5"
88.5,200,1,"R0",1.5,"R0 = 1.5"
88.6,200,1,"R0",1.5,"R0 = 1.5"
88.7,200,1,"R0",1.5,"R0 = 1.5"
88.8,200,1,"R0",1.5,"R0 = 1.5"
88.9,200,1,"R0",1.5,"R0 = 1.5"
89,200,1,"R0",1.5,"R0 = 1.5"
89.1,200,1,"R0",1.5,"R0 = 1.5"
89.2,200,1,"R0",1.5,"R0 = 1.5"
89.3,200,1,"R0",1.5,"R0 = 1.5"
89.4,200,1,"R0",1.5,"R0 = 1.5"
89.5,200,1,"R0",1.5,"R0 = 1.5"
89.6,200,1,"R0",1.5,"R0 = 1.5"
89.7,200,1,"R0",1.5,"R0 = 1.5"
89.8,200,1,"R0",1.5,"R0 = 1.5"
89.9,200,1,"R0",1.5,"R0 = 1.5"
90,200,1,"R0",1.5,"R0 = 1.5"
90.1,200,1,"R0",1.5,"R0 = 1.5"
90.2,200,1,"R0",1.5,"R0 = 1.5"
90.3,200,1,"R0",1.5,"R0 = 1.5"
90.4,200,1,"R0",1.5,"R0 = 1.5"
90.5,200,1,"R0",1.5,"R0 = 1.5"
90.6,200,1,"R0",1.5,"R0 = 1.5"
90.7,200,1,"R0",1.5,"R0 = 1.5"
90.8,200,1,"R0",1.5,"R0 = 1.5"
90.9,200,1,"R0",1.5,"R0 = 1.5"
91,200,1,"R0",1.5,"R0 = 1.5"
91.1,200,1,"R0",1.5,"R0 = 1.5"
91.2,200,1,"R0",1.5,"R0 = 1.5"
91.3,200,1,"R0",1.5,"R0 = 1.5"
91.4,200,1,"R0",1.5,"R0 = 1.5"
91.5,200,1,"R0",1.5,"R0 = 1.5"
91.6,200,1,"R0",1.5,"R0 = 1.5"
91.7,200,1,"R0",1.5,"R0 = 1.5"
91.8,200,1,"R0",1.5,"R0 = 1.5"
91.9,200,1,"R0",1.5,"R0 = 1.5"
92,200,1,"R0",1.5,"R0 = 1.5"
92.1,200,1,"R0",1.5,"R0 = 1.5"
92.2,200,1,"R0",1.5,"R0 = 1.5"
92.3,200,1,"R0",1.5,"R0 = 1.5"
92.4,200,1,"R0",1.5,"R0 = 1.5"
92.5,200,1,"R0",1.5,"R0 = 1.5"
92.6,200,1,"R0",1.5,"R0 = 1.5"
92.7,200,1,"R0",1.5,"R0 = 1.5"
92.8,200,1,"R0",1.5,"R0 = 1.5"
92.9,200,1,"R0",1.5,"R0 = 1.5"
93,200,1,"R0",1.5,"R0 = 1.5"
93.1,200,1,"R0",1.5,"R0 = 1.5"
93.2,200,1,"R0",1.5,"R0 = 1.5"
93.3,200,1,"R0",1.5,"R0 = 1.5"
93.4,200,1,"R0",1.5,"R0 = 1.5"
93.5,200,1,"R0",1.5,"R0 = 1.5"
93.6,200,1,"R0",1.5,"R0 = 1.5"
93.7,200,1,"R0",1.5,"R0 = 1.5"
93.8,200,1,"R0",1.5,"R0 = 1.5"
93.9,200,1,"R0",1.5,"R0 = 1.5"
94,200,1,"R0",1.5,"R0 = 1.5"
94.1,200,1,"R0",1.5,"R0 = 1.5"
94.2,200,1,"R0",1.5,"R0 = 1.5"
94.3,200,1,"R0",1.5,"R0 = 1.5"
94.4,200,1,"R0",1.5,"R0 = 1.5"
94.5,200,1,"R0",1.5,"R0 = 1.5"
94.6,200,1,"R0",1.5,"R0 = 1.5"
94.7,200,1,"R0",1.5,"R0 = 1.5"
94.8,200,1,"R0",1.5,"R0 = 1.5"
94.9,200,1,"R0",1.5,"R0 = 1.5"
95,200,1,"R0",1.5,"R0 = 1.5"
95.1,200,1,"R0",1.5,"R0 = 1.5"
95.2,200,1,"R0",1.5,"R0 = 1.5"
95.3,200,1,"R0",1.5,"R0 = 1.5"
95.4,200,1,"R0",1.5,"R0 = 1.5"
95.5,200,1,"R0",1.5,"R0 = 1.5"
95.6,200,1,"R0",1.5,"R0 = 1.5"
95.7,200,1,"R0",1.5,"R0 = 1.5"
95.8,200,1,"R0",1.5,"R0 = 1.5"
95.9,200,1,"R0",1.5,"R0 = 1.5"
96,200,1,"R0",1.5,"R0 = 1.5"
96.1,200,1,"R0",1.5,"R0 = 1.5"
96.2,200,1,"R0",1.5,"R0 = 1.5"
96.3,200,1,"R0",1.5,"R0 = 1.5"
96.4,200,1,"R0",1.5,"R0 = 1.5"
96.5,200,1,"R0",1.5,"R0 = 1.5"
96.6,200,1,"R0",1.5,"R0 = 1.5"
96.7,200,1,"R0",1.5,"R0 = 1.5"
96.8,200,1,"R0",1.5,"R0 = 1.5"
96.9,200,1,"R0",1.5,"R0 = 1.5"
97,200,1,"R0",1.5,"R0 = 1.5"
97.1,200,1,"R0",1.5,"R0 = 1.5"
97.2,200,1,"R0",1.5,"R0 = 1.5"
97.3,200,1,"R0",1.5,"R0 = 1.5"
97.4,200,1,"R0",1.5,"R0 = 1.5"
97.5,200,1,"R0",1.5,"R0 = 1.5"
97.6,200,1,"R0",1.5,"R0 = 1.5"
97.7,200,1,"R0",1.5,"R0 = 1.5"
97.8,200,1,"R0",1.5,"R0 = 1.5"
97.9,200,1,"R0",1.5,"R0 = 1.5"
98,200,1,"R0",1.5,"R0 = 1.5"
98.1,200,1,"R0",1.5,"R0 = 1.5"
98.2,200,1,"R0",1.5,"R0 = 1.5"
98.3,200,1,"R0",1.5,"R0 = 1.5"
98.4,200,1,"R0",1.5,"R0 = 1.5"
98.5,200,1,"R0",1.5,"R0 = 1.5"
98.6,200,1,"R0",1.5,"R0 = 1.5"
98.7,200,1,"R0",1.5,"R0 = 1.5"
98.8,200,1,"R0",1.5,"R0 = 1.5"
98.9,200,1,"R0",1.5,"R0 = 1.5"
99,200,1,"R0",1.5,"R0 = 1.5"
99.1,200,1,"R0",1.5,"R0 = 1.5"
99.2,200,1,"R0",1.5,"R0 = 1.5"
99.3,200,1,"R0",1.5,"R0 = 1.5"
99.4,200,1,"R0",1.5,"R0 = 1.5"
99.5,200,1,"R0",1.5,"R0 = 1.5"
99.6,200,1,"R0",1.5,"R0 = 1.5"
99.7,200,1,"R0",1.5,"R0 = 1.5"
99.8,200,1,"R0",1.5,"R0 = 1.5"
99.9,200,1,"R0",1.5,"R0 = 1.5"
100,200,1,"R0",1.5,"R0 = 1.5"
100.1,200,1,"R0",1.5,"R0 = 1.5"
100.2,200,1,"R0",1.5,"R0 = 1.5"
100.3,200,1,"R0",1.5,"R0 = 1.5"
100.4,200,1,"R0",1.5,"R0 = 1.5"
100.5,200,1,"R0",1.5,"R0 = 1.5"
100.6,200,1,"R0",1.5,"R0 = 1.5"
100.7,200,1,"R0",1.5,"R0 = 1.5"
100.8,200,1,"R0",1.5,"R0 = 1.5"
100.9,200,1,"R0",1.5,"R0 = 1.5"
101,200,1,"R0",1.5,"R0 = 1.5"
101.1,200,1,"R0",1.5,"R0 = 1.5"
101.2,200,1,"R0",1.5,"R0 = 1.5"
101.3,200,1,"R0",1.5,"R0 = 1.5"
101.4,200,1,"R0",1.5,"R0 = 1.5"
101.5,200,1,"R0",1.5,"R0 = 1.5"
101.6,200,1,"R0",1.5,"R0 = 1.5"
101.7,200,1,"R0",1.5,"R0 = 1.5"
101.8,200,1,"R0",1.5,"R0 = 1.5"
101.9,200,1,"R0",1.5,"R0 = 1.5"
102,200,1,"R0",1.5,"R0 = 1.5"
102.1,200,1,"R0",1.5,"R0 = 1.5"
102.2,200,1,"R0",1.5,"R0 = 1.5"
102.3,200,1,"R0",1.5,"R0 = 1.5"
102.4,200,1,"R0",1.5,"R0 = 1.5"
102.5,200,1,"R0",1.5,"R0 = 1.5"
102.6,200,1,"R0",1.5,"R0 = 1.5"
102.7,200,1,"R0",1.5,"R0 = 1.5"
102.8,200,1,"R0",1.5,"R0 = 1.5"
102.9,200,1,"R0",1.5,"R0 = 1.5"
103,200,1,"R0",1.5,"R0 = 1.5"
103.1,200,1,"R0",1.5,"R0 = 1.5"
103.2,200,1,"R0",1.5,"R0 = 1.5"
103.3,200,1,"R0",1.5,"R0 = 1.5"
103.4,200,1,"R0",1.5,"R0 = 1.5"
103.5,200,1,"R0",1.5,"R0 = 1.5"
103.6,200,1,"R0",1.5,"R0 = 1.5"
103.7,200,1,"R0",1.5,"R0 = 1.5"
